Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30183032,03/15/2015 06:49:00 PM,,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11222.0,55 ECKFORD STREET,ECKFORD STREET,ENGERT AVENUE,DRIGGS AVENUE,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,998655.0,202250.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7217945184291,-73.94803206673042,"(40.7217945184291, -73.94803206673042)"
30181166,03/15/2015 02:31:00 PM,,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11222.0,967 MANHATTAN AVENUE,MANHATTAN AVENUE,JAVA STREET,INDIA STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,01 BROOKLYN,BROOKLYN,996834.0,206029.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73216972973404,-73.95459449591313,"(40.73216972973404, -73.95459449591313)"
30183191,03/15/2015 11:01:00 AM,,DEP,Department of Environmental Protection,Industrial Waste,Oil Spill Into Basin/Sewer - Large (IABL),,11222.0,,,,,WEST STREET,QUAY STREET,INTERSECTION,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,995717.0,203850.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72619042639312,-73.95862856044127,"(40.72619042639312, -73.95862856044126)"
30182710,03/15/2015 09:49:00 AM,,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11222.0,68 OAK STREET,OAK STREET,WEST STREET,FRANKLIN STREET,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,995819.0,204384.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7276559934089,-73.95825963977559,"(40.727655993408895, -73.95825963977559)"
30185042,03/15/2015 09:17:00 AM,,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,Street,11222.0,517 LEONARD STREET,LEONARD STREET,DRIGGS AVENUE,NASSAU AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,01 BROOKLYN,BROOKLYN,998306.0,202652.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72289847247303,-73.9492902903212,"(40.72289847247302, -73.9492902903212)"
30183830,03/15/2015 08:43:00 AM,,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222.0,55 ECKFORD STREET,ECKFORD STREET,ENGERT AVENUE,DRIGGS AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,01 BROOKLYN,BROOKLYN,998655.0,202250.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7217945184291,-73.94803206673042,"(40.7217945184291, -73.94803206673042)"
30183775,03/15/2015 06:58:59 AM,03/15/2015 07:30:53 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11222.0,NEWELL STREET,NEWELL STREET,DRIGGS AVENUE,NASSAU AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,03/15/2015 02:58:59 PM,03/15/2015 07:30:53 AM,01 BROOKLYN,BROOKLYN,998982.0,203007.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72387176139044,-73.94685071447216,"(40.72387176139044, -73.94685071447215)"
30175625,03/14/2015 02:44:00 PM,,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11222.0,415 LEONARD STREET,LEONARD STREET,RICHARDSON STREET,BAYARD STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,01 BROOKLYN,BROOKLYN,998522.0,201227.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71898684605449,-73.94851405080547,"(40.71898684605449, -73.94851405080547)"
30175952,03/14/2015 12:43:00 AM,,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11222.0,,,,,PAIDGE AVENUE,PROVOST STREET,INTERSECTION,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,998050.0,207682.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.736704993255756,-73.95020354324855,"(40.736704993255756, -73.95020354324855)"
30174128,03/13/2015 10:38:08 PM,,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11222.0,121 OAK STREET,OAK STREET,FRANKLIN STREET,GUERNSEY STREET,,,ADDRESS,BROOKLYN,,,Open,03/23/2015 10:38:08 PM,,01 BROOKLYN,BROOKLYN,996442.0,204467.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7278829713956,-73.95601173763322,"(40.7278829713956, -73.95601173763322)"
30168608,03/13/2015 05:36:00 PM,,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11222.0,761 HUMBOLT STREET,HUMBOLT STREET,NORMAN AVENUE,MESEROLE AVENUE,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,999261.0,204484.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72792529756114,-73.94584085957187,"(40.72792529756114, -73.94584085957187)"
30166446,03/13/2015 09:24:00 AM,,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11222.0,124 FREEMAN STREET,FREEMAN STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,996237.0,206795.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.734273040392495,-73.9567472222198,"(40.73427304039249, -73.9567472222198)"
30161374,03/12/2015 08:20:00 PM,03/12/2015 09:40:00 PM,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11222.0,,,,,CLAY STREET,COMMERCIAL STREET,INTERSECTION,BROOKLYN,,,Closed,,03/12/2015 09:40:00 PM,01 BROOKLYN,BROOKLYN,995747.0,207525.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73627736065208,-73.9585140449623,"(40.736277360652075, -73.95851404496229)"
30165629,03/12/2015 07:15:00 PM,,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222.0,415 LEONARD STREET,LEONARD STREET,RICHARDSON STREET,BAYARD STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,03/12/2015 07:15:00 PM,01 BROOKLYN,BROOKLYN,998522.0,201227.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71898684605449,-73.94851405080547,"(40.71898684605449, -73.94851405080547)"
30165383,03/12/2015 05:00:00 PM,,DSNY,A - Brooklyn,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11222.0,75 SUTTON STREET,SUTTON STREET,DRIGGS AVENUE,NASSAU AVENUE,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,1000706.0,203511.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72525207972286,-73.94062973313295,"(40.72525207972286, -73.94062973313295)"
30164887,03/12/2015 01:53:00 PM,03/12/2015 01:53:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11222.0,230 MONITOR STREET,MONITOR STREET,NASSAU AVENUE,NORMAN AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,03/12/2015 01:53:00 PM,01 BROOKLYN,BROOKLYN,1000091.0,204195.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.727130615692474,-73.94284693098976,"(40.72713061569248, -73.94284693098977)"
30161146,03/12/2015 01:15:00 PM,03/14/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,Sidewalk,11222.0,123 MESEROLE AVENUE,MESEROLE AVENUE,MANHATTAN AVENUE,LEONARD STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/14/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,997494.0,204242.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72726388876927,-73.95221660604803,"(40.727263888769265, -73.95221660604803)"
30157825,03/12/2015 01:11:00 PM,03/14/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,Street,11222.0,123 MESEROLE AVENUE,MESEROLE AVENUE,MANHATTAN AVENUE,LEONARD STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/14/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,997494.0,204242.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72726388876927,-73.95221660604803,"(40.727263888769265, -73.95221660604803)"
30161011,03/12/2015 10:35:00 AM,,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222.0,,,,,HUMBOLDT STREET,GREENPOINT AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Open,,03/12/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,999105.0,205759.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73142512354148,-73.94640088699222,"(40.73142512354148, -73.94640088699222)"
30160453,03/12/2015 10:08:00 AM,03/12/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11222.0,97 JAVA STREET,JAVA STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,03/12/2015 10:08:00 AM,01 BROOKLYN,BROOKLYN,996216.0,205749.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7314020561629,-73.95682485693865,"(40.7314020561629, -73.95682485693865)"
30157826,03/12/2015 09:32:00 AM,03/13/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,Street,11222.0,450 MANHATTAN AVENUE,MANHATTAN AVENUE,BAYARD STREET,NEWTON STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/13/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,998871.0,201540.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.719845385660975,-73.94725436081843,"(40.71984538566098, -73.94725436081843)"
30164190,03/12/2015 09:29:57 AM,,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11222.0,47 WEST STREET,WEST STREET,OAK STREET,NOBLE STREET,,,ADDRESS,BROOKLYN,,,Assigned,03/22/2015 09:29:57 AM,,01 BROOKLYN,BROOKLYN,995629.0,204456.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72785386229364,-73.95894502820575,"(40.72785386229363, -73.95894502820575)"
30162937,03/12/2015 09:18:57 AM,,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11222.0,,,,,PROVOST STREET,JAVA STREET,INTERSECTION,BROOKLYN,,,Assigned,03/22/2015 09:18:57 AM,,01 BROOKLYN,BROOKLYN,998259.0,206002.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73209347919681,-73.9494528778052,"(40.73209347919681, -73.94945287780521)"
30163077,03/12/2015 08:41:00 AM,03/13/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11222.0,98 BAYARD STREET,BAYARD STREET,LEONARD STREET,BEND,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/13/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,998631.0,201305.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71920076073816,-73.94812066896915,"(40.719200760738154, -73.94812066896915)"
30150492,03/11/2015 08:55:00 PM,,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11222.0,210 FREEMAN STREET,FREEMAN STREET,MANHATTAN AVENUE,MC GUINNESS BOULEVARD,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,01 BROOKLYN,BROOKLYN,997209.0,206917.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.734606529561454,-73.95323971332306,"(40.734606529561454, -73.95323971332307)"
30156313,03/11/2015 05:23:00 PM,,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11222.0,210 FREEMAN STREET,FREEMAN STREET,MANHATTAN AVENUE,MC GUINNESS BOULEVARD,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,01 BROOKLYN,BROOKLYN,997209.0,206917.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.734606529561454,-73.95323971332306,"(40.734606529561454, -73.95323971332307)"
30148918,03/11/2015 10:42:00 AM,03/11/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222.0,,,,,MOULTRIE STREET,NORMAN AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,03/11/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,999251.0,204276.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72735440532893,-73.94587740287288,"(40.727354405328924, -73.94587740287288)"
30156360,03/11/2015 09:54:50 AM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11222.0,84 ENGERT AVENUE,ENGERT AVENUE,LEONARD STREET,ECKFORD STREET,,,ADDRESS,BROOKLYN,,,Assigned,06/09/2015 09:54:50 AM,,01 BROOKLYN,BROOKLYN,998595.0,202086.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.721344475605065,-73.94824887411505,"(40.72134447560506, -73.94824887411505)"
30155220,03/11/2015 09:38:30 AM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11222.0,104 WEST STREET,WEST STREET,GREENPOINT AVENUE,KENT STREET,,,ADDRESS,BROOKLYN,,,Assigned,06/09/2015 09:38:30 AM,,01 BROOKLYN,BROOKLYN,995525.0,205335.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73026663550697,-73.95931878311052,"(40.730266635506965, -73.95931878311052)"
30149758,03/11/2015 09:18:59 AM,03/11/2015 01:12:11 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11222.0,785 MEEKER AVENUE,MEEKER AVENUE,BROOKLYN QUEENS EXPWY ET 34 WB,PORTER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/11/2015 05:18:59 PM,03/11/2015 01:12:11 PM,01 BROOKLYN,BROOKLYN,1001595.0,203210.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7244242095022,-73.93742315901801,"(40.724424209502196, -73.93742315901802)"
30151316,03/11/2015 08:35:00 AM,03/12/2015 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11222.0,977 MANHATTAN AVENUE,MANHATTAN AVENUE,INDIA STREET,HURON STREET,,,ADDRESS,BROOKLYN,,,Closed,,03/12/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,996816.0,206173.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.732564999919035,-73.95465917444287,"(40.732564999919035, -73.95465917444288)"
30146847,03/10/2015 09:34:00 PM,03/12/2015 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11222.0,124 FREEMAN STREET,FREEMAN STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,03/12/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,996237.0,206795.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.734273040392495,-73.9567472222198,"(40.73427304039249, -73.9567472222198)"
30140191,03/10/2015 06:30:34 PM,,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11222.0,171 WEST STREET,WEST STREET,HURON STREET,GREEN STREET,,,ADDRESS,BROOKLYN,,,Assigned,03/20/2015 06:30:34 PM,,01 BROOKLYN,BROOKLYN,995394.0,206323.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73297861895534,-73.95978980649394,"(40.73297861895534, -73.95978980649396)"
30144986,03/10/2015 06:30:31 PM,,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11222.0,NORMAN AVENUE,NORMAN AVENUE,BANKER STREET,DOBBIN STREET,,,BLOCKFACE,BROOKLYN,,,Assigned,03/20/2015 06:30:31 PM,,01 BROOKLYN,BROOKLYN,996805.0,203221.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72446249706848,-73.95470437255186,"(40.72446249706848, -73.95470437255186)"
30144919,03/10/2015 06:30:29 PM,,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11222.0,117 CALYER STREET,CALYER STREET,BANKER STREET,CLIFFORD PLACE,,,ADDRESS,BROOKLYN,,,Assigned,03/20/2015 06:30:29 PM,,01 BROOKLYN,BROOKLYN,996327.0,204190.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72712283174595,-73.95642715022375,"(40.72712283174595, -73.95642715022375)"
30142366,03/10/2015 04:50:00 PM,03/13/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11222.0,104 MILTON STREET,MILTON STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/13/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,996387.0,204977.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72928287237802,-73.95620925559876,"(40.72928287237802, -73.95620925559876)"
30145287,03/10/2015 04:49:00 PM,03/10/2015 06:05:00 PM,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11222.0,54 FRANKLIN STREET,FRANKLIN STREET,QUAY ST,CALYER ST,,,ADDRESS,BROOKLYN,,,Closed,,03/10/2015 06:05:00 PM,01 BROOKLYN,BROOKLYN,996097.0,204035.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72669770556102,-73.95725724456261,"(40.72669770556102, -73.95725724456261)"
30139724,03/10/2015 04:01:00 PM,03/13/2015 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11222.0,969 MANHATTAN AVENUE,MANHATTAN AVENUE,JAVA STREET,INDIA STREET,,,ADDRESS,BROOKLYN,,,Closed,,03/13/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,996832.0,206046.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73221639340054,-73.95460168050853,"(40.73221639340055, -73.95460168050853)"
30142782,03/10/2015 04:00:00 PM,03/11/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,Street,11222.0,586 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/11/2015 12:00:00 PM,01 BROOKLYN,BROOKLYN,998040.0,202638.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72286046452263,-73.9502499646985,"(40.722860464522626, -73.9502499646985)"
30144066,03/10/2015 03:41:00 PM,,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11222.0,94 HAUSMAN STREET,HAUSMAN STREET,NASSAU AVE,NORMAN AVE,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,1001161.0,204113.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.726903564815814,-73.9389866633043,"(40.726903564815814, -73.9389866633043)"
30115024,03/06/2015 09:01:25 AM,03/09/2015 12:43:46 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11222.0,,,,,MCGUINESS BOULEVARD,GREENPOINT AVENUE,INTERSECTION,BROOKLYN,,,Closed,03/16/2015 09:01:25 AM,03/09/2015 12:43:47 PM,01 BROOKLYN,BROOKLYN,997697.0,205408.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73046396729272,-73.95148186680561,"(40.730463967292714, -73.95148186680561)"
30116099,03/06/2015 08:06:51 AM,,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11222.0,145 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,NORMAN AVENUE,MESEROLE AVENUE,,,ADDRESS,BROOKLYN,,,Assigned,06/04/2015 08:06:51 AM,,01 BROOKLYN,BROOKLYN,998192.0,204253.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72729300847449,-73.94969825028994,"(40.72729300847451, -73.94969825028994)"
30101525,03/05/2015 04:58:00 AM,03/05/2015 09:45:00 AM,DEP,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Large (HQL)",,11222.0,,,,,MONITOR STREET,NORMAN AVENUE,INTERSECTION,BROOKLYN,,,Closed,,03/05/2015 09:45:00 AM,01 BROOKLYN,BROOKLYN,1000064.0,204388.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72766040187035,-73.94294389126549,"(40.72766040187035, -73.94294389126549)"
30101992,03/05/2015 03:32:00 AM,03/05/2015 09:00:00 AM,DEP,Department of Environmental Protection,Industrial Waste,Oil Spill Into Basin/Sewer - Large (IABL),,11222.0,,,,,MONITOR STREET,NORMAN AVENUE,INTERSECTION,BROOKLYN,,,Closed,,03/05/2015 09:00:00 AM,01 BROOKLYN,BROOKLYN,1000064.0,204388.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72766040187035,-73.94294389126549,"(40.72766040187035, -73.94294389126549)"
30090964,03/04/2015 09:22:08 AM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11222.0,ENGERT AVENUE,ENGERT AVENUE,LEONARD STREET,ECKFORD STREET,,,BLOCKFACE,BROOKLYN,,,Assigned,06/02/2015 09:22:08 AM,,01 BROOKLYN,BROOKLYN,998549.0,202082.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72133357104471,-73.94841483250771,"(40.72133357104471, -73.94841483250771)"
