Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
27770952,04/02/2014 06:10:00 PM,04/05/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222.0,122 MESEROLE AVENUE,MESEROLE AVENUE,LEONARD STREET,ECKFORD STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,04/05/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,997639.0,204299.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.727420121571896,-73.95169334323309,"(40.727420121571896, -73.9516933432331)"
27767037,04/02/2014 01:11:00 PM,04/05/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,Street,11222.0,557 LEONARD STREET,LEONARD STREET,DRIGGS AVENUE,NASSAU AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,04/05/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,998169.0,202974.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72378250098849,-73.94978387798348,"(40.72378250098849, -73.94978387798349)"
27771254,04/02/2014 11:58:18 AM,,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,30 GEM STREET,GEM STREET,NORTH 15 STREET,MESEROLE AVENUE,,,ADDRESS,BROOKLYN,,,Open,,04/06/2014 12:00:00 AM,01 BROOKLYN,BROOKLYN,996296.0,203413.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72499019819053,-73.95654038655302,"(40.724990198190525, -73.95654038655302)"
27764440,04/01/2014 05:53:00 PM,04/01/2014 05:53:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11222.0,311 RICHARDSON STREET,RICHARDSON STREET,DEBEVOISE AVENUE,MORGAN AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,04/01/2014 05:53:00 PM,01 BROOKLYN,BROOKLYN,1001205.0,201561.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71989886024152,-73.938834344539,"(40.719898860241514, -73.938834344539)"
27761680,04/01/2014 04:28:18 PM,04/08/2014 12:45:22 PM,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11222.0,171 LOMBARDY STREET,LOMBARDY STREET,VARICK AVENUE,STEWART AVENUE,,,ADDRESS,BROOKLYN,,,Closed,04/11/2014 04:28:18 PM,04/08/2014 12:45:22 PM,01 BROOKLYN,BROOKLYN,1002605.0,202864.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72347248558531,-73.93378025222601,"(40.72347248558531, -73.93378025222601)"
27759289,04/01/2014 08:32:00 AM,04/02/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,Sidewalk,11222.0,199 CALYER STREET,CALYER STREET,MANHATTAN AVENUE,LEONARD STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,04/02/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,997403.0,204649.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.728381140162654,-73.95254413187959,"(40.72838114016266, -73.9525441318796)"
27763606,04/01/2014 07:46:08 AM,04/03/2014 11:01:28 AM,DOT,Department of Transportation,Sidewalk Condition,Dumpster - Construction Waste,Sidewalk,11222.0,,,,,DIAMOND STREET,NORMAN STREET,INTERSECTION,BROOKLYN,,,Closed,04/11/2014 07:46:08 AM,04/03/2014 11:01:28 AM,01 BROOKLYN,BROOKLYN,998789.0,204082.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72682269409259,-73.94754468647537,"(40.72682269409259, -73.94754468647538)"
27751829,03/31/2014 11:14:00 PM,04/01/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222.0,209 FRANKLIN STREET,FRANKLIN STREET,GREEN STREET,FREEMAN STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,04/01/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,995811.0,206705.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73402657966454,-73.95828451547911,"(40.73402657966454, -73.95828451547911)"
27773124,03/31/2014 07:37:18 AM,04/01/2014 02:55:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,,,,,THOMAS STREET,VARICK AVENUE,INTERSECTION,BROOKLYN,,,Closed,,04/01/2014 02:55:00 PM,01 BROOKLYN,BROOKLYN,1002291.0,203594.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.725476803929894,-73.93491111977576,"(40.725476803929894, -73.93491111977576)"
27758814,03/30/2014 11:57:10 PM,04/05/2014 08:07:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,,,,,CALYER STREET,MC GUINNESS BOULEVARD,INTERSECTION,BROOKLYN,,,Closed,,04/05/2014 08:07:00 AM,01 BROOKLYN,BROOKLYN,997925.0,204873.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.728995173780405,-73.95066030723899,"(40.728995173780405, -73.95066030723899)"
27747563,03/30/2014 08:44:00 PM,04/01/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11222.0,,,,,BOX STREET,MANHATTAN AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,04/01/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,996603.0,207893.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.737286275408145,-73.95542456593324,"(40.73728627540815, -73.95542456593323)"
27751105,03/30/2014 07:19:27 PM,04/05/2014 08:57:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,39 BROOME STREET,BROOME STREET,MC GUINNESS BLVD SOUTH,HUMBOLDT STREET,,,ADDRESS,BROOKLYN,,,Closed,,04/05/2014 08:57:00 AM,01 BROOKLYN,BROOKLYN,999298.0,202432.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7222929939546,-73.9457119532713,"(40.722292993954596, -73.94571195327129)"
27748640,03/30/2014 01:26:00 PM,03/31/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11222.0,,,,,BOX STREET,MANHATTAN AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,03/31/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,996603.0,207893.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.737286275408145,-73.95542456593324,"(40.73728627540815, -73.95542456593323)"
27738235,03/25/2014 12:32:08 PM,03/25/2014 11:43:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,,,,,MEEKER AVENUE,SUTTON STREET,INTERSECTION,BROOKLYN,,,Closed,,03/25/2014 11:43:00 PM,01 BROOKLYN,BROOKLYN,1000820.0,202651.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.722891375919005,-73.94022055932035,"(40.722891375919005, -73.94022055932034)"
27735480,03/25/2014 12:30:31 PM,03/25/2014 11:10:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,70 CHERRY STREET,CHERRY STREET,PORTER AVENUE,VARICK AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,03/25/2014 11:10:00 PM,01 BROOKLYN,BROOKLYN,1002259.0,203287.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72463422889342,-73.93502739185926,"(40.72463422889342, -73.93502739185926)"
27715598,03/25/2014 09:58:00 AM,04/25/2014 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11222.0,98 CLAY STREET,CLAY STREET,MANHATTAN AVENUE,MC GUINNESS BOULEVARD,,,ADDRESS,BROOKLYN,,,Closed,,04/25/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,996901.0,207665.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73666005062652,-73.95434967072265,"(40.73666005062652, -73.95434967072265)"
27715461,03/25/2014 08:07:00 AM,04/25/2014 12:00:00 PM,DSNY,A - Brooklyn,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Sidewalk,11222.0,113 INDIA STREET,INDIA STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/25/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,996488.0,206045.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73221413129758,-73.95584290146763,"(40.73221413129758, -73.95584290146763)"
27717993,03/24/2014 02:46:33 PM,04/01/2014 12:07:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,289 GREENPOINT AVENUE,GREENPOINT AVENUE,MOULTRIE STREET,HUMBOLDT STREET,,,ADDRESS,BROOKLYN,,,Closed,,04/01/2014 12:07:00 PM,01 BROOKLYN,BROOKLYN,998752.0,205594.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73097282486467,-73.94767492032092,"(40.73097282486467, -73.94767492032092)"
27735479,03/24/2014 12:31:02 PM,03/25/2014 11:30:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,785 MEEKER AVENUE,MEEKER AVENUE,BROOKLYN QUEENS EXPWY ET 34 WB,PORTER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,03/25/2014 11:30:00 PM,01 BROOKLYN,BROOKLYN,1001595.0,203210.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7244242095022,-73.93742315901801,"(40.724424209502196, -73.93742315901802)"
27736871,03/24/2014 12:30:05 PM,03/25/2014 10:46:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,,,,,HURON STREET,MC GUINNESS BOULEVARD,INTERSECTION,BROOKLYN,,,Closed,,03/25/2014 10:46:00 PM,01 BROOKLYN,BROOKLYN,997517.0,206434.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73328035699043,-73.95212930179842,"(40.73328035699044, -73.95212930179842)"
27706242,03/24/2014 07:19:20 AM,03/24/2014 03:57:22 PM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11222.0,,,,,MEEKER AVENUE,VARICK STREET,INTERSECTION,BROOKLYN,,,Closed,06/22/2014 07:19:20 AM,03/24/2014 03:57:22 PM,01 BROOKLYN,BROOKLYN,1002156.0,203751.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725908004962896,-73.93539775905506,"(40.72590800496291, -73.93539775905506)"
27710678,03/24/2014 07:15:28 AM,03/25/2014 11:48:29 AM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11222.0,,,,,MEEKER AVENUE,VARICK STREET,INTERSECTION,BROOKLYN,,,Closed,04/03/2014 07:15:28 AM,03/25/2014 11:48:29 AM,01 BROOKLYN,BROOKLYN,1002156.0,203751.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725908004962896,-73.93539775905506,"(40.72590800496291, -73.93539775905506)"
27736126,03/23/2014 12:28:22 PM,03/25/2014 10:32:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,286 MC GUINNESS BOULEVARD,MC GUINNESS BOULEVARD,JAVA STREET,INDIA STREET,,,ADDRESS,BROOKLYN,,,Closed,,03/25/2014 10:32:00 PM,01 BROOKLYN,BROOKLYN,997580.0,205956.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.731968269864026,-73.95190292888508,"(40.731968269864026, -73.95190292888508)"
27676120,03/19/2014 10:57:57 AM,03/19/2014 02:35:39 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11222.0,108 NOBLE STREET,NOBLE STREET,FRANKLIN STREET,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/19/2014 06:57:57 PM,03/19/2014 02:35:39 PM,01 BROOKLYN,BROOKLYN,996367.0,204712.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72855553960253,-73.95628189351176,"(40.728555539602525, -73.95628189351177)"
27683510,03/19/2014 10:37:49 AM,03/22/2014 01:25:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,529 HUMBOLDT STREET,HUMBOLDT STREET,BQE WB EN MC GUINNESS BLVD S,BEND,,,ADDRESS,BROOKLYN,,,Closed,,03/22/2014 01:25:00 PM,01 BROOKLYN,BROOKLYN,999567.0,201941.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72094485611567,-73.94474261075634,"(40.72094485611567, -73.94474261075634)"
27682477,03/19/2014 09:19:09 AM,03/19/2014 09:19:09 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,359 KINGSLAND AVENUE,KINGSLAND AVENUE,NORMAN AVENUE,GREENPOINT AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,03/19/2014 09:19:09 AM,01 BROOKLYN,BROOKLYN,1000267.0,204885.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72902418006228,-73.94221029480946,"(40.729024180062275, -73.94221029480946)"
27683609,03/19/2014 09:18:39 AM,03/20/2014 09:40:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,357 KINGSLAND AVENUE,KINGSLAND AVENUE,NORMAN AVENUE,GREENPOINT AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,03/20/2014 09:40:00 AM,01 BROOKLYN,BROOKLYN,1000269.0,204867.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.728974770847465,-73.94220312161593,"(40.728974770847465, -73.94220312161593)"
27669179,03/18/2014 07:58:00 PM,03/18/2014 07:58:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11222.0,220 INDIA STREET,INDIA STREET,MC GUINNESS BOULEVARD,PROVOST STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,03/18/2014 07:58:00 PM,01 BROOKLYN,BROOKLYN,997872.0,206213.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73267322677992,-73.95084881953555,"(40.73267322677992, -73.95084881953555)"
27661219,03/18/2014 09:52:00 AM,04/23/2014 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11222.0,309 NASSAU AVENUE,NASSAU AVENUE,HAUSMAN STREET,APOLLO STREET,,,ADDRESS,BROOKLYN,,,Closed,,04/23/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,1001298.0,203855.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72619515479046,-73.93849303362909,"(40.72619515479046, -73.9384930336291)"
27687819,03/18/2014 08:27:45 AM,03/19/2014 10:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0, HUMBOLDT STREET,HUMBOLDT STREET,BEND,ENGERT AVENUE,,,BLOCKFACE,BROOKLYN,,,Closed,,03/19/2014 10:15:00 AM,01 BROOKLYN,BROOKLYN,999566.0,202096.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72137029535962,-73.94474586562701,"(40.72137029535962, -73.94474586562701)"
27675237,03/18/2014 05:37:04 AM,03/18/2014 01:14:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,553 MEEKER AVENUE,MEEKER AVENUE,RUSSELL STREET,NORTH HENRY STREET,,,ADDRESS,BROOKLYN,,,Closed,,03/18/2014 01:14:00 PM,01 BROOKLYN,BROOKLYN,1000008.0,201948.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72096329487175,-73.94315164954105,"(40.72096329487175, -73.94315164954104)"
27657684,03/17/2014 05:45:53 PM,03/26/2014 09:31:52 AM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11222.0, GEM STREET,GEM STREET,NORTH 15 STREET,MESEROLE AVENUE,,,BLOCKFACE,BROOKLYN,,,Closed,06/15/2014 05:45:53 PM,03/26/2014 09:31:52 AM,01 BROOKLYN,BROOKLYN,996295.0,203405.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72496824149675,-73.95654400867527,"(40.72496824149674, -73.95654400867527)"
27673142,03/17/2014 05:17:58 PM,03/19/2014 10:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,154 ENGERT AVENUE,ENGERT AVENUE,MC GUINNESS BLVD SOUTH,HUMBOLDT STREET,,,ADDRESS,BROOKLYN,,,Closed,,03/19/2014 10:00:00 AM,01 BROOKLYN,BROOKLYN,999541.0,202205.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72166951723086,-73.94483580818445,"(40.72166951723086, -73.94483580818446)"
27655579,03/17/2014 04:05:00 PM,04/29/2014 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11222.0,75 SUTTON STREET,SUTTON STREET,DRIGGS AVENUE,NASSAU AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,04/29/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,1000706.0,203511.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72525207972286,-73.94062973313295,"(40.72525207972286, -73.94062973313295)"
27655063,03/17/2014 02:03:00 PM,03/21/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222.0,394 MC GUINESS BOULEVARD,MC GUINESS BOULEVARD,DUPONT STREET,CLAY STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/21/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,997395.0,207582.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73643151575649,-73.95256726564341,"(40.73643151575649, -73.95256726564341)"
27651855,03/17/2014 07:52:02 AM,03/19/2014 11:54:53 AM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11222.0,14 MONITOR STREET,MONITOR STREET,RICHARDSON STREET,HERBERT STREET,,,ADDRESS,BROOKLYN,,,Closed,03/27/2014 07:52:02 AM,03/19/2014 11:54:53 AM,01 BROOKLYN,BROOKLYN,1000435.0,201456.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71961210282649,-73.94161239356553,"(40.719612102826495, -73.94161239356553)"
27649959,03/16/2014 10:31:00 PM,,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11222.0,551 GRAHAM AVENUE,GRAHAM AVENUE,ENGERT AVENUE,BROOME STREET,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,998896.0,202297.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72192312633556,-73.94716252544724,"(40.72192312633556, -73.94716252544724)"
27647828,03/16/2014 05:22:00 PM,03/17/2014 12:00:00 PM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11222.0,996 MANHATTAN AVENUE,MANHATTAN AVENUE,HURON STREET,GREEN STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,03/17/2014 12:00:00 PM,01 BROOKLYN,BROOKLYN,996795.0,206382.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73313868330313,-73.9547345572513,"(40.733138683303125, -73.95473455725129)"
27671002,03/16/2014 03:16:30 PM,03/16/2014 01:25:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,,,,,KINGSLAND AVENUE,NASSAU AVENUE,INTERSECTION,BROOKLYN,,,Closed,,03/16/2014 01:25:00 PM,01 BROOKLYN,BROOKLYN,1000413.0,203740.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72588116916357,-73.94168627374127,"(40.72588116916357, -73.94168627374127)"
27676324,03/16/2014 03:08:08 PM,03/16/2014 07:45:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,152 MESEROLE AVENUE,MESEROLE AVENUE,ECKFORD STREET,MC GUINNESS BOULEVARD,,,ADDRESS,BROOKLYN,,,Closed,,03/16/2014 07:45:00 AM,01 BROOKLYN,BROOKLYN,998014.0,204462.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72786694121203,-73.95034003407488,"(40.72786694121203, -73.95034003407488)"
27647974,03/16/2014 12:57:51 PM,03/17/2014 02:56:39 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11222.0, DRIGGS AVENUE,DRIGGS AVENUE,KINGSLAND AVENUE,MONITOR STREET,,,BLOCKFACE,BROOKLYN,,,Closed,03/26/2014 12:57:51 PM,03/17/2014 02:56:39 AM,01 BROOKLYN,BROOKLYN,1000396.0,202806.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72331759735183,-73.94174984801829,"(40.72331759735183, -73.9417498480183)"
27677417,03/16/2014 10:18:11 AM,03/17/2014 09:57:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0,,,,,ANTHONY STREET,MORGAN AVENUE,INTERSECTION,BROOKLYN,,,Closed,,03/17/2014 09:57:00 AM,01 BROOKLYN,BROOKLYN,1001149.0,202639.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72285781645605,-73.9390336594756,"(40.72285781645605, -73.9390336594756)"
27676318,03/16/2014 10:10:07 AM,03/17/2014 09:45:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11222.0, KINGSLAND AVENUE,KINGSLAND AVENUE,BEADEL STREET,LOMBARDY STREET,,,BLOCKFACE,BROOKLYN,,,Closed,,03/17/2014 09:45:00 AM,01 BROOKLYN,BROOKLYN,1000623.0,202050.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72124214333374,-73.94093273628349,"(40.72124214333374, -73.94093273628349)"
27602042,03/09/2014 07:47:00 PM,,DSNY,A - Brooklyn,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11222.0,16 BEDFORD AVENUE,BEDFORD AVENUE,MANHATTAN AVENUE,LORIMER STREET,,,ADDRESS,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,997678.0,202901.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72358289264739,-73.95155542321689,"(40.72358289264739, -73.95155542321689)"
